Nieto Vela	born in	Calvià	45
Daniel 'Dani	play for	Girona FC	45
Nieto Vela	born in	Balearic Islands	45
Nieto Vela	play for	Girona FC	45
Palma Nova	locate in	Balearic Islands	45
Spanish	play for	Girona FC	45
Calvià	locate in	Balearic Islands	45
Daniel 'Dani	born in	Balearic Islands	45
Daniel 'Dani	born in	Palma Nova	45
Pedro Pablo Hernández	play for	Argentinos Juniors	47
Franco Zuculini	born in	La Rioja	48
Alejandro Pozuelo Melero	born in	Seville	49
Spanish	play for	Real Betis	49
Alejandro Pozuelo Melero	play for	Real Betis	49
Alejandro Pozuelo Melero	born in	Andalusia	49
Seville	locate in	Andalusia	49
Ettore Gliozzi	play for	Sassuolo	50
Raffaele Pucino	play for	Varese	52
Masahudu Alhassan	play for	Genoa	55
Spanish	play for	Real Zaragoza	58
Óscar Alexandre Whalley Guardado	play for	Real Zaragoza	58
Málaga Club de Fútbol	locate in	Andalusia	62
Málaga	locate in	Andalusia	62
Spanish	locate in	Andalusia	62
Associazione Sportiva Roma	locate in	Rome	63
Associazione Sportiva Roma	refer as	Roma	63
Roma	refer as	Rome	63
Luca Belingheri	play for	Livorno	64
Spyris Kaunas	play in	Napoli	65
Giuseppe Palma	play for	Spyris Kaunas	65
Giuseppe Palma	play in	Napoli	65
Davide Zappacosta	play for	Atalanta	66
Federico Mattiello	play in	Juventus	67
Chievo	play in	Juventus	67
Federico Mattiello	play for	Chievo	67
Alfred N'Diaye	born in	Paris	68
Rayo Vallecano de Madrid	locate in	Madrid	70
Spanish	locate in	Madrid	70
Rayo Vallecano de Madrid	refer as	Rayo	70
Getafe Club de Fútbol	locate in	Getafe	71
Spanish La Liga	locate in	Getafe	71
Club Atlético Osasuna	refer as	Navarre	72
Club Atlético Osasuna	refer as	Spanish	72
Spanish	locate in	Pamplona	72
Osasuna	locate in	Pamplona	72
Club Atlético Osasuna	refer as	Osasuna	72
Club Atlético Osasuna	refer as	Pamplona	72
Giacomo Bonaventura	born in	San Severino Marche	74
Rubén Daniel Bentancourt Morales	play for	Atalanta	78
Spanish	play for	Rayo Vallecano	80
Jozabed Sánchez Ruiz	refer as	Spanish	80
Luciano Vietto	play for	Racing Club de Avellaneda	84
Luciano Vietto	born in	Balnearia	84
Petar Golubović	play in	A.S. Roma	85
Petar Golubović	play for	Novara	85
Novara	play in	A.S. Roma	85
Eddy Pascual	play for	Granada CF	86
Eddy Silvestre Pascual Israfilov	refer as	Real Murcia	86
Eddy Silvestre Pascual Israfilov	refer as	Eddy Pascual	86
Eddy	refer as	Real Murcia	86
Eddy Pascual	refer as	Real Murcia	86
Eddy	play for	Granada CF	86
Eddy Silvestre Pascual Israfilov	refer as	Eddy	86
Andrea Mancini	play for	Vicenza	87
Andrea Mancini	play in	Pescara	87
Vicenza	play in	Pescara	87
Portuguese	play in	Spain	88
Real Zaragoza	locate in	Spain	88
Hélder Manuel Marques Postiga	play for	Real Zaragoza	88
Hélder Manuel Marques Postiga	play in	Spain	88
Portuguese	play for	Real Zaragoza	88
Ashley Cole	play in	England	89
Ashley Cole	play for	Chelsea	89
Majorca	locate in	Balearic Islands	91
Spanish	locate in	Balearic Islands	91
Real Club Deportivo Mallorca	locate in	Balearic Islands	91
Palma	locate in	Balearic Islands	91
Nicolò Cherubin	play for	Bologna	92
Varese	play in	Palermo	93
Jasmin Kurtić	play in	Palermo	93
Jasmin Kurtić	play for	Varese	93
Erik Friberg	born in	Lindome	94
José Ángel Gómez Campaña	play for	Sevilla FC	95
Seville	locate in	Andalusia	95
José Ángel Gómez Campaña	born in	Andalusia	95
José Ángel Gómez Campaña	born in	Seville	95
Spanish	play for	Sevilla FC	95
Liassine Cadamuro-Bentaïba	play in	Algeria	96
Liassine Cadamuro-Bentaïba	play for	Real Sociedad	96
Liassine Cadamuro-Bentaïba	play in	Spain	96
Real Sociedad	locate in	Spain	96
Racing de Santander	play in	Sevilla FC	97
Bernardo José Espinosa Zúñiga	refer as	Bernardo	97
Bernardo José Espinosa Zúñiga	play in	Sevilla FC	97
Bernardo José Espinosa Zúñiga	born in	Cali	97
Bernardo	play for	Racing de Santander	97
Bernardo José Espinosa Zúñiga	play for	Racing de Santander	97
Bernardo	play in	Sevilla FC	97
Simone Scuffet	play for	Udinese	99
Navarro Jiménez	born in	Palma	100
João Pedro Geraldino dos Santos Galvão	refer as	João Pedro	101
Samuel Llorca Ripoll	born in	Valencian Community	102
Samuel Llorca Ripoll	born in	Alicante	102
Samuel Llorca Ripoll	refer as	Samuel	102
Alicante	locate in	Valencian Community	102
Samuel Llorca Ripoll	refer as	Spanish	102
Abdoulaye	play for	Académica de Coimbra	103
Abdoulaye	born in	Saint-Louis	103
Santander	locate in	Cantabria	104
Álvaro González Soberón	refer as	Spanish	104
Álvaro González Soberón	born in	Cantabria	104
Álvaro González Soberón	play for	Racing de Santander	104
Spanish	play for	Racing de Santander	104
Álvaro González Soberón	born in	Santander	104
Mauro Javier dos Santos	refer as	Mauro	105
Mauro	play in	Spain	105
Mauro	play for	UD Almería	105
UD Almería	locate in	Spain	105
Spanish	play in	Monaco FC	106
Borja López Menéndez	play in	Monaco FC	106
Deportivo de La Coruña	play in	Monaco FC	106
Borja López Menéndez	play for	Deportivo de La Coruña	106
Spanish	play for	Deportivo de La Coruña	106
Nicolás Federico López Alonso	born in	Montevideo	107
Nicolás Federico López Alonso	play for	Roma	107
Raúl Alonso Jiménez Rodríguez	play for	Club América	109
Raúl Alonso Jiménez Rodríguez	play in	Primera División de Mexico	109
Club América	locate in	Primera División de Mexico	109
Andrea Bovo	play for	Calcio Padova	110
Stadio Moretti	locate in	Italy	111
Udine	locate in	Italy	111
Salvador	play for	Real Betis	112
Sevilla López	play for	Real Betis	112
Salvador	born in	Almería	112
Spanish	play for	Real Betis	112
Sevilla López	born in	Almería	112
Berja	locate in	Almería	112
Sevilla López	born in	Berja	112
Salvador	born in	Berja	112
Sven Gustav Jansson	born in	Arlöv	113
Simone Benedetti	play for	Internazionale	116
Spanish	play for	Chelsea	117
U.S.	locate in	Apulia	118
U.S.	locate in	Apulia	118
Lecce	locate in	Apulia	118
Unione Sportiva Lecce	locate in	Apulia	118
Cagliari	locate in	Sardinia	119
Cagliari Calcio	locate in	Sardinia	119
Brescia Calcio	locate in	Lombardy	120
Brescia	locate in	Lombardy	120
Alessandro Rosina	play for	St. Petersburg	121
Tommaso Berni	play for	S.C. Braga	122
Yann M'Vila	play for	Rennes	123
Yann M'Vila	play in	Ligue	123
Rennes	locate in	Ligue	123
Iriney Santos da Silva	born in	Humaitá	124
Iriney Santos da Silva	play in	Spain	124
Real Betis	locate in	Spain	124
Iriney Santos da Silva	born in	Amazonas	124
Humaitá	locate in	Amazonas	124
Iriney Santos da Silva	play for	Real Betis	124
Associazione Calcio Siena	locate in	Siena	125
Associazione Sportiva Livorno Calcio	locate in	Tuscany	126
Livorno	locate in	Tuscany	126
Empoli Football Club	locate in	Tuscany	128
Empoli Football Club	locate in	Empoli	128
Empoli	locate in	Tuscany	128
Associazione Sportiva Bari	locate in	Apulia	129
Associazione Sportiva Bari	locate in	Bari	129
Bari	locate in	Apulia	129
Associazione Calcio Cesena	locate in	Romagna	130
Cesena	locate in	Romagna	130
Catania	locate in	Sicily	131
Ascoli Piceno	locate in	Marche	132
Ascoli Calcio	locate in	Marche	132
Rafael Márquez Álvarez	born in	Zamora	134
Zamora	locate in	Michoacán	134
New York Red Bulls	play in	Mexico	134
Rafael Márquez Álvarez	play for	New York Red Bulls	134
Rafael Márquez Álvarez	born in	Michoacán	134
Rafael Márquez Álvarez	play in	Mexico	134
Società Sportiva Calcio Napoli	refer as	Napoli	135
Società Sportiva Calcio Napoli	locate in	Naples	135
Marco D'Alessandro	born in	Rome	136
Marco D'Alessandro	play in	Roma	136
Marco D'Alessandro	play for	Verona	136
Verona	play in	Roma	136
Héctor Yuste Cantón	born in	Cartagena	137
Spanish	play in	Granada CF	137
Héctor Yuste Cantón	play in	Granada CF	137
Héctor Yuste Cantón	refer as	Spanish	137
Alejandro Arribas Garrido	born in	Madrid	138
Spanish	play for	Rayo Vallecano	138
Alejandro Arribas Garrido	play for	Rayo Vallecano	138
Michael Rabušic	play for	FC Slovan Liberec	139
Michael Rabušic	play for	Gambrinus	139
Dídac Vilà Rosselló	play for	A.C. Milan	140
Iván Rodrigo Piris	play for	São Paulo	142
Víctor Ruiz Torre	born in	Catalonia	143
Víctor Ruiz Torre	born in	Barcelona	143
Barcelona	locate in	Catalonia	143
Víctor Ruiz Torre	play for	Valencia CF	143
Spanish	play for	Valencia CF	143
Unione Calcio Sampdoria	locate in	Genoa	145
Ishak Belfodil	born in	Mostaganem	146
Ishak Belfodil	play in	Lyon	146
Ishak Belfodil	play for	Bologna	146
Bologna	play in	Lyon	146
Alessio Cragno	play for	Cagliari Calcio	147
Godfred Donsah	play for	Cagliari Calcio	148
Portuguese	play for	G.D. Estoril Praia	150
Luís Carlos Pereira Carneiro	born in	Lamelas	150
Lamelas	locate in	Castro Daire Municipality	150
Luís Carlos Pereira Carneiro	play for	G.D. Estoril Praia	150
Luís Carlos Pereira Carneiro	born in	Castro Daire Municipality	150
Alexandre Coeff	play for	RC Lens	153
Alexandre Coeff	born in	Brest	153
Rúben Miguel Nunes Vezo	play for	Valencia CF	156
Portuguese	play for	Valencia CF	156
Thomas Teye Partey	refer as	Thomas	157
Thomas	play for	UD Almería	157
Thomas	play in	Atlético Madrid	157
UD Almería	play in	Atlético Madrid	157
Anaitz Arbilla Zabala	born in	Navarre	158
Pamplona	locate in	Navarre	158
Anaitz Arbilla Zabala	born in	Pamplona	158
Spanish	play for	Alcoyano	159
Valencia	locate in	Valencian Community	159
Jorge García Morcillo	born in	Valencian Community	159
Jorge García Morcillo	play for	Alcoyano	159
Jorge García Morcillo	born in	Valencia	159
Ángel Martín Correa	play for	Atlético Madrid	160
Spanish	play in	Real Sociedad	161
Raúl Rodríguez Navas	play in	Real Sociedad	161
Fredy Hinestroza Arias	play for	Getafe CF	162
James David Rodríguez Rubio	born in	Cúcuta	163
Davide Cinaglia	play for	Lega Pro	164
Davide Cinaglia	play for	Ascoli Picchio	164
Luca Rizzo	play for	Sampdoria	165
Riccardo Pasi	play for	Bologna	166
Abraham Minero Fernández	refer as	Spanish	169
Abraham Minero Fernández	born in	Catalonia	169
Abraham Minero Fernández	born in	Barcelona	169
Barcelona	locate in	Catalonia	169
Abraham Minero Fernández	refer as	Abraham	169
Abraham	play for	Real Zaragoza	169
Spanish	play for	Real Zaragoza	169
Abraham Minero Fernández	born in	Granollers	169
Granollers	locate in	Catalonia	169
Abraham Minero Fernández	play for	Real Zaragoza	169
Jami Rafati	play in	Genoa	170
Jami Rafati	play for	AS Livorno Calcio	170
AS Livorno Calcio	play in	Genoa	170
Luca Giannone	born in	Casalnuovo	175
Luca Giannone	born in	Napoli	175
Luca Giannone	play for	Pro Patria	175
Mirko Eramo	born in	Acquaviva delle Fonti	176
Mirko Eramo	play in	Sampdoria	176
Crotone	locate in	Sampdoria	176
Mirko Eramo	play for	Crotone	176
Rolando Mandragora	play for	Genoa	177
Madrid	locate in	Spain	178
Estadio Santiago Bernabéu	locate in	Spain	178
Andrea Palazzi	play for	Inter Milan	180
Adrian Marius Stoian	born in	Craiova	187
Adrian Marius Stoian	play in	A.S. Roma	187
Adrian Marius Stoian	play for	A.S. Bari	187
A.S. Bari	play in	A.S. Roma	187
Alberto Grassi	play for	Atalanta	188
Luca Anania	play for	Delfino Pescara	196
Luca Anania	born in	Milan	196
Catalonia	locate in	Spain	198
Barcelona	locate in	Spain	198
Bari	play in	Genoa	199
Eugenio Lamanna	play for	Bari	199
Eugenio Lamanna	play in	Genoa	199
Atalanta	locate in	Lombardy	204
Atalanta Bergamasca Calcio	refer as	Atalanta BC	204
Atalanta Bergamasca Calcio	refer as	Lombardy	204
Atalanta Bergamasca Calcio	refer as	Atalanta	204
Atalanta BC	locate in	Lombardy	204
Bergamo	locate in	Lombardy	204
Atalanta Bergamasca Calcio	refer as	Atalanta Bergamo	204
Atalanta Bergamasca Calcio	refer as	Bergamo	204
Atalanta Bergamo	locate in	Lombardy	204
A.S. Roma	locate in	Italy	205
Tonny Sanabria	play for	A.S. Roma	205
Tonny Sanabria	play in	Italy	205
Arnaldo Antonio Sanabria Ayala	refer as	Tonny Sanabria	205
Miguel Alfonso Herrero Javaloyas	born in	Burjassot	206
Miguel Alfonso Herrero Javaloyas	born in	Valencian Community	206
Míchel	play for	Valencia CF	206
Miguel Alfonso Herrero Javaloyas	play for	Valencia CF	206
Burjassot	locate in	Valencian Community	206
Míchel	born in	Burjassot	206
Míchel	born in	Valencian Community	206
Spanish	play for	Valencia CF	206
Michael Agazzi	born in	Ponte San Pietro	207
Michael Agazzi	play for	Cagliari Calcio	207
Diego Fabbrini	play for	Udinese	208
Diego Fabbrini	born in	San Giuliano Terme	208
Luca Ceppitelli	play for	Bari	209
Nicola Bellomo	play for	Bari	210
Joel Chukwuma Obi	born in	Lagos	214
Internazionale	locate in	A. Obi	214
Guilherme dos Santos Torres	refer as	Guilherme	215
Guilherme	play for	Udinese	215
Udinese	locate in	Italy	215
Guilherme	play in	Italy	215
Marco Benassi	play for	Torino	218
Cagliari	locate in	Italy	224
Caio Rangel da Silva	play for	Cagliari	224
Caio Rangel da Silva	play in	Italy	224
Italy	play in	Italy	226
Genoa	play in	Italy	226
Italy	play in	Genoa	226
Sassuolo	play in	Genoa	226
Sassuolo	play in	Italy	226
Sassuolo	locate in	Italy	226
Spanish	play in	Elche	229
Ángel Luis Rodríguez Díaz	play in	Elche	229
Ángel Luis Rodríguez Díaz	born in	Santa Cruz de Tenerife	229
Ángel Luis Rodríguez Díaz	refer as	Spanish	229
Marco Capuano	born in	Pescara	230
Marco Capuano	play for	Pescara	230
Michele Camporese	play for	Fiorentina	231
Denis Dmitriyevich Cheryshev	play for	Villarreal CF	232
Denis Dmitriyevich Cheryshev	play in	Real Madrid	232
Villarreal CF	play in	Real Madrid	232
Douglas Pereira dos Santos	refer as	Douglas	233
Borja Gómez Pérez	born in	Madrid	234
Granada CF	play in	FC Karpaty Lviv	234
Granada CF	play in	Ukraine	234
FC Karpaty Lviv	locate in	Ukraine	234
Spanish	play for	Granada CF	234
Spanish	play in	Ukraine	234
Borja Gómez Pérez	play in	FC Karpaty Lviv	234
Spanish	play in	FC Karpaty Lviv	234
Borja Gómez Pérez	play for	Granada CF	234
Borja Gómez Pérez	play in	Ukraine	234
Konstantinos	play for	AEK Athens	235
Manolas	play for	AEK Athens	235
Jaime Romero Gómez	born in	Albacete	236
Jaime Romero Gómez	play in	Udinese Calcio	236
Jaime Romero Gómez	born in	Castile-La Mancha	236
Jaime Romero Gómez	born in	Valdeganga	236
Granada CF	play in	Udinese Calcio	236
Albacete	locate in	Castile-La Mancha	236
Valdeganga	locate in	Castile-La Mancha	236
Spanish	play in	Udinese Calcio	236
Spanish	play for	Granada CF	236
Jaime Romero Gómez	play for	Granada CF	236
Cernusco	play for	Internazionale	237
Biraghi	play for	Internazionale	237
Naviglio	play for	Internazionale	237
Internazionale Born	play for	Internazionale	237
Milan	play for	Internazionale	237
Spanish	play in	Real Madrid	239
José Rodríguez Martínez	play for	Deportivo de La Coruña	239
Spanish	play for	Deportivo de La Coruña	239
Deportivo de La Coruña	play in	Real Madrid	239
José Rodríguez Martínez	play in	Real Madrid	239
Rodrigo Javier De Paul	play for	Valencia CF	240
Unione Sportiva Sassuolo Calcio	locate in	Emilia-Romagna	241
Sassuolo	locate in	Emilia-Romagna	241
Fayçal Fajr	play for	Caen in Ligue	242
Diego Farias da Silva	refer as	Diego Farias	243
Diego Farias	born in	Sorocaba	243
Molla Wague	born in	Verdon	244
Molla Wague	play for	Caen in Ligue	244
Estadio Ramón Sánchez Pizjuán	locate in	Spain	245
Seville	locate in	Spain	245
Saphir Sliti Taïder	born in	Castres	246
Nemanja Radoja	play for	Celta de Vigo	247
Real Betis	play in	Atlético Madrid	248
Rubén Salvador Pérez del Mármol	play for	Real Betis	248
Rubén Salvador Pérez del Mármol	born in	Écija	248
Rubén Salvador Pérez del Mármol	born in	Andalusia	248
Rubén Salvador Pérez del Mármol	play in	Atlético Madrid	248
Écija	locate in	Andalusia	248
Spanish	play in	Atlético Madrid	248
Spanish	play for	Real Betis	248
Genoa Cricket and Football Club	refer as	Liguria	249
Genoa Cricket and Football Club	refer as	Genoa	249
Genoa Cricket and Football Club	refer as	Genoa	249
Souleymane Coulibaly	play for	Tottenham Hotspur	250
Rafał Wolski	born in	Kozienice	251
Rafał Wolski	play for	Legia Warsaw	251
Racine Coly	play for	Brescia	254
Portuguese	play for	Valencia CF	255
André Filipe Tavares Gomes	play for	Valencia CF	255
Matija Širok	play in	Parma	256
Gorica	play in	Parma	256
Matija Širok	play for	Gorica	256
Bernardo Víctor Cruz Torres	play for	Racing de Santander	258
Bernardo Víctor Cruz Torres	refer as	Spanish	258
Spanish	play in	Córdoba CF	258
Racing de Santander	play in	Córdoba CF	258
Bernardo Víctor Cruz Torres	refer as	Bernardo	258
Bernardo	play in	Córdoba CF	258
Spanish	play for	Racing de Santander	258
Bernardo Víctor Cruz Torres	play in	Córdoba CF	258
Bernardo	play for	Racing de Santander	258
Ransford Selasi	play for	Delfino Pescara	259
Stefan Šćepović	born in	Belgrade	260
Patrice Latyr Evra	play in	Premier League	262
Manchester United	locate in	Premier League	262
Patrice Latyr Evra	play in	France	262
Patrice Latyr Evra	play for	Manchester United	262
Francisco Manuel Vélez Jiménez	born in	Catalunya	263
Spanish	play in	Gimnàstic de Tarragona	263
Francisco Manuel Vélez Jiménez	born in	Tarragona	263
Spanish	play for	UD Logroñés	263
Francisco Manuel Vélez Jiménez	play for	UD Logroñés	263
Francisco Manuel Vélez Jiménez	play in	Gimnàstic de Tarragona	263
UD Logroñés	play in	Gimnàstic de Tarragona	263
Catalonia	locate in	Spain	264
Barcelona	locate in	Spain	264
Paweł Bochniewicz	play for	Udinese Calcio	265
Spanish	play for	FC Karpaty Lviv	266
Lucas Pérez Martínez	play in	Ukraine	266
Lucas Pérez Martínez	play for	FC Karpaty Lviv	266
Spanish	play in	Ukraine	266
Stadio Marc'Antonio Bentegodi	locate in	Italy	267
Verona	locate in	Italy	267
Torino	locate in	Turin	268
Torino	locate in	Santa Rita district	268
Stadio Olimpico	locate in	Turin	268
Stadio Olimpico	locate in	Italy	268
Torino	locate in	Italy	268
Stadio Olimpico	locate in	Santa Rita district	268
Shkodran Mustafi	play for	Sampdoria	270
Marco Parolo	play for	A.C. Cesena	271
Marco Parolo	born in	Gallarate	271
Mattia Valoti	play for	Milan	272
FC Barcelona	play in	Spain	273
Seydou Keita	play for	FC Barcelona	273
Seydou Keita	play in	Spain	273
Maximiliano Gastón López	play for	Milan	274
Maximiliano Gastón López	play in	Catania	274
Estadio de La Romareda	locate in	Zaragoza	275
Real Zaragoza	locate in	Zaragoza	275
Uzbek	play for	Lanciano	276
Ilyos Zeytulayev	play for	Lanciano	276
Joan Isaac Cuenca López	play for	FC Barcelona	277
Torino Football Club	locate in	Piedmont	279
Torino Football Club	refer as	Torino	279
Torino	refer as	Turin	279
Torino	refer as	Piedmont	279
Turin	locate in	Piedmont	279
Rubén Ariel Olivera da Rosa	born in	Montevideo	280
Enis Nadarević	play for	Varese	281
Javier Espinosa González	born in	Talavera de la Reina	282
Javier Espinosa González	born in	Castile-La Mancha	282
Spanish	play for	FC Barcelona B	282
Toledo	locate in	Castile-La Mancha	282
Javier Espinosa González	born in	Toledo	282
Javier Espinosa González	play for	FC Barcelona B	282
Talavera de la Reina	locate in	Castile-La Mancha	282
Stadio Cino	locate in	Italy	283
Ascoli Piceno	locate in	Italy	283
Lillo Del Duca	locate in	Italy	283
Empoli	locate in	Italy	285
Stadio Carlo Castellani	locate in	Italy	285
Stadio Angelo Massimino	locate in	Italy	286
Catania	locate in	Italy	286
Stadio Angelo Massimino	refer as	Stadio Cibali	286
Stadio Artemio Franchi	locate in	Italy	287
Florence	locate in	Italy	287
Stadio Renato Dall'Ara	locate in	Italy	288
Bologna	locate in	Italy	288
Stadio Friuli	locate in	Italy	289
Udine	locate in	Italy	289
Parma	locate in	Parma	290
Stadio Ennio Tardini	locate in	Parma	290
Italy	locate in	Parma	290
Tardini	refer as	Italy	290
Tardini	refer as	Parma	290
Stadio Ennio Tardini	locate in	Italy	290
Parma	locate in	Italy	290
Stadio Ennio Tardini	refer as	Tardini	290
Genoa	locate in	Italy	291
Marassi	locate in	Italy	291
Stadio Comunale Luigi Ferraris	locate in	Genoa	291
Stadio Comunale Luigi Ferraris	locate in	Italy	291
Stadio Comunale Luigi Ferraris	locate in	Marassi	291
Marassi	locate in	Genoa	291
Oreste Granillo	locate in	Italy	292
Reggio Calabria	locate in	Italy	292
Stadio Artemio Franchi	locate in	Italy	293
Siena	locate in	Italy	293
Giovanni Cornacchia	locate in	Italy	294
Pescara	locate in	Italy	294
Abruzzo	locate in	Italy	294
Stadio Adriatico	locate in	Italy	294
Stadio Dino Manuzzi	locate in	Italy	295
Cesena	locate in	Italy	295
Palermo	locate in	Italy	296
Stadio Renzo Barbera	locate in	Italy	296
Stadio Renzo Barbera	refer as	Stadio La Favorita	296
Livorno	locate in	Italy	297
Stadio Armando Picchi	locate in	Italy	297
Lecce	locate in	Italy	298
Nana Addo Welbeck Maseko	play for	Krka	300
Piotr Zielinski	play for	Udinese	301
Stadio San Nicola	designed by	Renzo Piano	302
Bari	locate in	Italy	302
Anoeta	locate in	Spain	303
Donostia-San Sebastián	locate in	Spain	303
Francesco Dettori	play for	A.C. ChievoVerona	304
Cristian Pasquato	born in	Padua	306
Cristian Pasquato	play for	Torino F.C	306
López Blanco	play for	Sporting de Gijón	307
Ismael 'Isma	play for	Sporting de Gijón	307
Claude Babin	play for	Alcorcón	308
Claude Babin	born in	Essonne	308
Alcorcón	locate in	Spain	308
Claude Babin	play in	Spain	308
Lucas Vázquez Iglesias	play for	Real Madrid Castilla	309
Lucas Vázquez Iglesias	refer as	Spanish	309
Lucas Vázquez Iglesias	born in	Curtis	309
Lucas Vázquez Iglesias	refer as	Lucas	309
Lucas Vázquez Iglesias	born in	Galicia	309
Lucas	play for	Real Madrid Castilla	309
Spanish	play for	Real Madrid Castilla	309
Marco Davide Faraoni	play for	Internazionale	310
Spanish	play for	Sevilla FC	311
San José del Valle	locate in	Cádiz	311
Luis Alberto Romero Alconchel	born in	Cádiz	311
Luis Alberto Romero Alconchel	refer as	Spanish	311
Luis Alberto Romero Alconchel	refer as	Luis Alberto	311
Luis Alberto Romero Alconchel	born in	San José del Valle	311
Luis Alberto	play for	Sevilla FC	311
Standard Liège	play in	Valencia CF	312
Vinícius Vasconcelos Araújo	play for	Standard Liège	312
Standard Liège	play in	Spanish	312
Vinícius Vasconcelos Araújo	play in	Valencia CF	312
Vinícius Vasconcelos Araújo	play in	Spanish	312
Филип Јанковић	born in	Belgrade	313
Filip Janković	play for	Belgrade	313
Filip Janković	born in	Belgrade	313
Nagore	play for	Alcorcón	314
Spanish	play for	Alcorcón	314
Alberto Gómez Fernández	born in	Madrid	314
Alberto Gómez Fernández	play for	Alcorcón	314
Nagore	born in	Madrid	314
Gianluca Caprari	play for	Pescara	315
David López Silva	born in	Catalonia	316
